subLink,word,type,level
566,whiff_2,whiff,verb,c2
567,whistle_1,whistle,noun,c1
568,wicket,wicket,noun,c2
569,wicketkeeper,wicketkeeper,noun,c2
570,wideout,wideout,noun,c2
571,wide-receiver,wide receiver,noun,c2
572,wing_1,wing,noun,c2
573,wing-back,wing back,noun,c2
574,winger,winger,noun,c2
575,wood,wood,noun,c2
576,yardage,yardage,noun,c2
577,yellow-card,yellow card,noun,c1
578,abseil_1,abseil,noun,c2
579,abseil_2,abseil,verb,c2
580,abseiling,abseiling,noun,c2
581,aerobics,aerobics,noun,b2
582,aikido,aikido,noun,c2
583,all-in-wrestling,all-in wrestling,noun,c2
584,also-ran,also-ran,noun,c2
585,archer,archer,noun,c2
586,archery,archery,noun,c2
587,arena,arena,noun,c1
588,arrow,arrow,noun,b2
589,athlete,athlete,noun,a2
590,athletic,athletic,adjective,b1
591,athletics,athletics,noun,b1
592,auto-racing,auto racing,noun,c1
593,back_4,back,verb,c1
594,backmarker,backmarker,noun,c2
595,baize,baize,noun,c2
596,bantamweight,bantamweight,noun,c2
597,base-jumping,base jumping,noun,c2
598,baton,baton,noun,c2
599,biathlon,biathlon,noun,c2
600,bicycle_1,bicycle,noun,a1
601,bicycle_2,bicycle,verb,b1
602,big-air,big air,noun,c2
603,bike_1,bike,noun,a1
604,bike_2,bike,verb,b1
605,biker,biker,noun,b2
606,biking,biking,noun,b2
607,billiard,billiard,adjective,c2
608,billiards,billiards,noun,c2
609,black-belt,black belt,noun,c1
610,blood-sport,blood sport,noun,c1
611,bmx,BMX,noun,c1
612,bobsleigh,bobsleigh,noun,c2
613,bodybuilder,bodybuilder,noun,c1
614,bodybuilding,bodybuilding,noun,c1
615,bout,bout,noun,c2
616,bow2_1,bow,noun,c1
617,bowling,bowling,noun,b2
618,box_2,box,verb,b2
619,boxer,boxer,noun,b2
620,boxing,boxing,noun,b2
621,break_2,break,noun,c2
622,broad-jump,broad jump,noun,c2
623,bronco,bronco,noun,c2
624,bronze_1,bronze,noun,c1
625,bronze-medal,bronze medal,noun,c1
626,bronze-medallist,bronze medallist,noun,c1
627,bungee-jump,bungee jump,noun,b2
628,bungee-jumping,bungee jumping,noun,b2
629,cable-car,cable car,noun,c1
630,cage-fighting,cage fighting,noun,c2
631,canyoning,canyoning,noun,c2
632,card_1,card,noun,c2
633,cartwheel_2,cartwheel,noun,c2
634,chairlift,chairlift,noun,c1
635,challenger_1,challenger,noun,c1
636,champion_1,champion,noun,b1
637,championship,championship,noun,b2
638,chaser,chaser,noun,c2
639,circuit,circuit,noun,c2
640,circuit-training,circuit training,noun,c2
641,climb_1,climb,verb,a2
642,climber,climber,noun,b1
643,climbing,climbing,noun,a2
644,coach_1,coach,noun,a2
645,coach_2,coach,verb,b1
646,coasteering,coasteering,noun,c2
647,co-driver,co-driver,noun,c2
648,colt,colt,noun,c2
649,commentary,commentary,noun,c1
650,commentator,commentator,noun,c1
651,compete,compete,verb,a2
652,competition,competition,noun,a2
653,competitive,competitive,adjective,b1
654,competitor,competitor,noun,b1
655,criterium,criterium,noun,c2
656,croquet,croquet,noun,c2
657,cross-country_1,cross-country,noun,c1
658,cross-country-skiing,cross-country skiing,noun,c1
659,cruiserweight,cruiserweight,noun,c2
660,cue_1,cue,noun,c2
661,cue-ball,cue ball,noun,c2
662,cushion_1,cushion,noun,c2
663,cycle_1,cycle,noun,a2
664,cycle_2,cycle,verb,a2
665,cycling,cycling,noun,a2
666,cyclist,cyclist,noun,b1
667,cyclo-cross,cyclo-cross,noun,c2
668,dan_1,dan,noun,c2
669,dart_1,dart,noun,c1
670,dash_1,dash,noun,c2
671,dead-heat,dead heat,noun,c2
672,decathlon,decathlon,noun,c2
673,defeat_1,defeat,verb,b2
674,defeat_2,defeat,noun,b2
675,derby_1,derby,noun,c2
676,discus,discus,noun,c2
677,dockless-bike,dockless bike,noun,c2
678,dojo,dojo,noun,c2
679,dope_1,dope,noun,c1
680,dope_2,dope,verb,c1
681,doping,doping,noun,c1
682,drag-race,drag race,noun,c2
683,drag-racing,drag racing,noun,c2
684,dragster,dragster,noun,c2
685,dressage,dressage,noun,c2
686,dry-slope,dry slope,noun,c2
687,each-way,each way,adverb,c2
688,enter,enter,verb,b1
689,equestrian,equestrian,adjective,c2
690,equestrianism,equestrianism,noun,c2
691,equine,equine,adjective,c2
692,e-sport,e-sport,noun,c2
693,event,event,noun,b1
694,eventing,eventing,noun,c2
695,exercise_1,exercise,noun,a1
696,exercise_2,exercise,verb,a1
697,extreme-fighting,extreme fighting,noun,c2
698,extreme-sport,extreme sport,noun,b1
699,fakie,fakie,noun,c2
700,featherweight,featherweight,noun,c2
701,fence_2,fence,verb,c2
702,fencer,fencer,noun,c2
703,fencing,fencing,noun,c2
704,field-event,field event,noun,b2
705,fight_1,fight,verb,a2
706,fight_2,fight,noun,a2
707,figure-skating,figure skating,noun,c2
708,filly,filly,noun,c2
709,final_2,final,noun,a2
710,finalist,finalist,noun,b2
711,finish_1,finish,verb,a1
712,finisher,finisher,noun,c2
713,finishing-line,finishing line,noun,b2
714,flat-racing,flat racing,noun,c2
715,flyweight,flyweight,noun,c2
716,foil_1,foil,noun,c2
717,frame_1,frame,noun,c2
718,free-running,free running,noun,c2
719,freewheel,freewheel,verb,c2
720,front-runner,front runner,noun,c2
721,gallop_1,gallop,verb,c1
722,gallop_2,gallop,noun,c1
723,gamble_1,gamble,verb,c1
724,gliding,gliding,noun,c2
725,go-cart,go-cart,noun,c1
726,goggles,goggles,noun,c1
727,go-kart,go-kart,noun,c1
728,gold_1,gold,noun,a2
729,gold-medal,gold medal,noun,b1
730,gold-medallist,gold medallist,noun,c1
731,graeco-roman-wrestling,Graeco-Roman wrestling,noun,c2
732,grandstand-finish,grandstand finish,noun,c2
733,guard_1,guard,noun,c2
734,gun_1,gun,noun,c1
735,gym,gym,noun,a1
736,gymkhana,gymkhana,noun,c2
737,gymnast,gymnast,noun,c1
738,gymnastics,gymnastics,noun,b1
739,half-marathon,half-marathon,noun,c1
740,hammer_1,hammer,noun,c2
741,handlebar,handlebar,noun,c2
742,hang-glider,hang-glider,noun,c2
743,hang-gliding,hang-gliding,noun,c2
744,heat_1,heat,noun,c2
745,heavyweight,heavyweight,noun,c1
746,heli-skiing,heli-skiing,noun,c2
747,heptathlon,heptathlon,noun,c2
748,high-jump,high jump,noun,b1
749,hockey,hockey,noun,a2
750,hold_2,hold,noun,b2
751,horse_1,horse,noun,a1
752,horseback-riding,horseback riding,noun,b1
753,horse-racing,horse racing,noun,b1
754,horse-riding,horse riding,noun,b1
755,hot-dog_1,hot dog,noun,c2
756,hot-dog_2,hot-dog,verb,c2
757,hunt_1,hunt,verb,b1
758,hunting,hunting,noun,b2
759,hurdle_1,hurdle,noun,c2
760,hurdler,hurdler,noun,c2
761,hydrospeed,hydrospeed,noun,c2
762,ice-hockey,ice hockey,noun,a2
763,ice-rink,ice rink,noun,c1
764,ice-skate_1,ice skate,noun,b1
765,ice-skate_2,ice-skate,verb,b1
766,ice-skating,ice skating,noun,b1
767,interval,interval,noun,c2
768,interval-training,interval training,noun,c2
769,ironmantm,Ironman™,noun,c2
770,javelin,javelin,noun,c2
771,jiu-jitsu,jiu-jitsu,noun,c2
772,jockey_1,jockey,noun,c2
773,judo,judo,noun,b2
774,ju-jitsu,ju-jitsu,noun,c2
775,jump_1,jump,verb,a2
776,jump_2,jump,noun,a2
777,jump-off,jump-off,noun,c2
778,junior_1,junior,adjective,b2
779,karate,karate,noun,b1
780,karting,karting,noun,c1
781,kendo,kendo,noun,c2
782,kick-boxing,kick-boxing,noun,c1
783,kitesurfing,kitesurfing,noun,c2
784,knockout_1,knockout,noun,c2
785,knockout_2,knockout,adjective,c2
786,kung-fu,kung fu,noun,c2
787,lane,lane,noun,c1
788,lap_1,lap,noun,c2
789,lead1_2,lead,noun,b1
790,leader,leader,noun,b1
791,leg_1,leg,noun,c2
792,length,length,noun,c2
793,light-heavyweight,light heavyweight,noun,c2
794,lightweight_2,lightweight,noun,c1
795,long-jump,long jump,noun,b1
796,luge,luge,noun,c2
797,madison_1,madison,noun,c2
798,marathon_2,marathon,noun,b2
799,marathoner,marathoner,noun,c2
800,martial-art,martial art,noun,b2
801,medal_1,medal,noun,b2
802,medal_2,medal,verb,c1
803,medallist,medallist,noun,c1
804,meet_2,meet,noun,c2
805,meeting,meeting,noun,c2
806,middle-distance,middle-distance,adjective,b2
807,middleweight,middleweight,noun,c2
808,mixed-martial-arts,mixed martial arts,noun,c2
