subLink,word,type,level
762,blowout,blowout,noun,c2
763,body,body,noun,b2
764,body-shop,body shop,noun,c2
765,bodywork,bodywork,noun,c2
766,bollard,bollard,noun,c2
767,bonnet,bonnet,noun,c2
768,booster-seat,booster seat,noun,c2
769,bottleneck,bottleneck,noun,c2
770,boulevard,boulevard,noun,c1
771,boy-racer,boy racer,noun,c2
772,brake_1,brake,noun,b2
773,brake_2,brake,verb,b2
774,brake-light,brake light,noun,b2
775,brake-pad,brake pad,noun,c2
776,branch-off,branch off,phrasal verb,c2
777,break-down,break down,phrasal verb,b1
778,breakdown,breakdown,noun,c1
779,breakdown-lane,breakdown lane,noun,c1
780,breakdown-truck,breakdown truck,noun,b2
781,breath-test,breath test,noun,c2
782,b-road,B-road,noun,c2
783,bucket-seat,bucket seat,noun,c2
784,buggy_1,buggy,noun,c1
785,bulldozer,bulldozer,noun,c2
786,bump_2,bump,noun,c1
787,bumper_1,bumper,noun,c2
788,burn_1,burn rubber,idiom,c2
789,bus_1,bus,noun,a1
790,bus-lane,bus lane,noun,b2
791,bypass_1,bypass,noun,c1
792,bypass_2,bypass,verb,c1
793,byroad,byroad,noun,c2
794,byway,byway,noun,c2
795,cab,cab,noun,b2
796,cabby,cabby,noun,c2
797,cabriolet,cabriolet,noun,c2
