subLink,word,type,level
550,bird-of-passage,bird of passage,noun,c2
551,bird-of-prey,bird of prey,noun,c1
552,blackbird,blackbird,noun,b2
553,bluebird_1,bluebird,noun,c1
554,blue-crane,blue crane,noun,c2
555,bluejay,bluejay,noun,c2
556,blue-tit,blue tit,noun,c2
557,booby,booby,noun,c2
558,bowerbird,bowerbird,noun,c2
559,breast_1,breast,noun,b2
560,breed_1,breed,verb,c1
561,brood_2,brood,noun,c2
562,budgerigar,budgerigar,noun,c1
563,budgie,budgie,noun,c1
564,bullfinch,bullfinch,noun,c2
565,bustard,bustard,noun,c2
566,buzzard,buzzard,noun,c2
567,cage_1,cage,noun,b2
568,call_1,call,verb,b2
569,call_2,call,noun,b2
570,canada-goose,Canada goose,noun,c1
571,canary,canary,noun,c1
572,capercaillie,capercaillie,noun,c2
573,cardinal_1,cardinal,noun,c2
574,carrier-pigeon,carrier pigeon,noun,c2
575,carrion-crow,carrion crow,noun,c2
576,cassowary,cassowary,noun,c2
577,catbird,catbird,noun,c1
578,chaffinch,chaffinch,noun,c2
579,chick,chick,noun,c1
580,chickadee,chickadee,noun,c2
581,chicken_1,chicken,noun,a1
582,chirp_1,chirp,noun,c2
583,chough,chough,noun,c2
584,claw_1,claw,noun,c1
585,cluck_2,cluck,noun,c2
586,clutch_2,clutch,noun,c2
587,cock_1,cock,noun,c2
588,cockatiel,cockatiel,noun,c2
589,cockatoo,cockatoo,noun,c2
590,cockerel,cockerel,noun,c2
591,condor,condor,noun,c2
592,coo_2,coo,verb,c2
593,coop_2,coop,noun,c2
594,coot,coot,noun,c2
595,cormorant,cormorant,noun,c2
596,corncrake,corncrake,noun,c2
597,crane_1,crane,noun,c2
598,craw,craw,noun,c2
599,crest_1,crest,noun,c2
600,crop_1,crop,noun,c2
601,crow_1,crow,noun,c1
602,cuckoo_1,cuckoo,noun,c2
603,curlew,curlew,noun,c2
604,cygnet,cygnet,noun,c2
605,dipper,dipper,noun,c2
606,dive_1,dive,verb,b2
607,dove1,dove,noun,c1
608,down_5,down,noun,c2
609,drake,drake,noun,c2
610,drongo,drongo,noun,c2
611,duck_1,duck,noun,a2
612,duckling,duckling,noun,c1
613,dunlin,dunlin,noun,c2
614,dunnock,dunnock,noun,c2
